1;0.000351255 
2;0.00060229 
3;0.000852945 
4;0.00110306 
5;0.00135248 
6;0.00160104 
7;0.0018486 
8;0.00209498 
9;0.00234005 
10;0.00258363 
11;0.00282558 
12;0.00306575 
13;0.00330398 
14;0.00354013 
15;0.00377404 
16;0.00400556 
17;0.00423456 
18;0.00446088 
19;0.00468438 
20;0.00490493 
21;0.00512237 
22;0.00533658 
23;0.00554742 
24;0.00575476 
25;0.00595846 
26;0.0061584 
27;0.00635444 
28;0.00654648 
29;0.00673438 
30;0.00691802 
31;0.0070973 
32;0.00727209 
33;0.00744229 
34;0.00760779 
35;0.00776849 
36;0.00792428 
37;0.00807506 
38;0.00822074 
39;0.00836123 
40;0.00849644 
41;0.00862628 
42;0.00875067 
43;0.00886954 
44;0.0089828 
45;0.0090904 
46;0.00919224 
47;0.00928829 
48;0.00937846 
49;0.00946272 
50;0.00954099 
51;0.00961324 
52;0.00967942 
53;0.00973948 
54;0.00979339 
55;0.00984112 
56;0.00988263 
57;0.0099179 
58;0.0099469 
59;0.00996962 
60;0.00998605 
61;0.00999616 
62;0.00999997 
63;0.00999745 
64;0.00998863 
65;0.00997349 
66;0.00995205 
67;0.00992433 
68;0.00989034 
69;0.0098501 
70;0.00980364 
71;0.00975099 
72;0.00969218 
73;0.00962725 
74;0.00955624 
75;0.00947919 
76;0.00939615 
77;0.00930718 
78;0.00921233 
79;0.00911166 
80;0.00900524 
81;0.00889313 
82;0.0087754 
83;0.00865213 
84;0.00852339 
85;0.00838928 
86;0.00824986 
87;0.00810523 
88;0.00795548 
89;0.00780071 
90;0.00764101 
91;0.00747648 
92;0.00730723 
93;0.00713337 
94;0.006955 
95;0.00677223 
96;0.00658519 
97;0.00639399 
98;0.00619875 
99;0.0059996 
100;0.00579666 
101;0.00559005 
102;0.00537992 
103;0.00516639 
104;0.00494959 
105;0.00472967 
106;0.00450676 
107;0.004281 
108;0.00405254 
109;0.00382152 
110;0.00358809 
111;0.00335239 
112;0.00311457 
113;0.00287478 
114;0.00263318 
115;0.00238992 
116;0.00214514 
117;0.00189902 
118;0.00165169 
119;0.00140332 
120;0.00115406 
121;0.000904074 
122;0.000653516 
123;0.000402546 
124;0.000151322 
125;-9.99983e-05 
126;-0.000351255 
127;-0.00060229 
128;-0.000852945 
129;-0.00110306 
130;-0.00135248 
131;-0.00160104 
132;-0.0018486 
133;-0.00209498 
134;-0.00234005 
135;-0.00258363 
136;-0.00282558 
137;-0.00306575 
138;-0.00330398 
139;-0.00354013 
140;-0.00377404 
141;-0.00400556 
142;-0.00423456 
143;-0.00446088 
144;-0.00468438 
145;-0.00490493 
146;-0.00512237 
147;-0.00533658 
148;-0.00554742 
149;-0.00575476 
150;-0.00595846 
151;-0.0061584 
152;-0.00635444 
153;-0.00654648 
154;-0.00673438 
155;-0.00691802 
156;-0.0070973 
157;-0.00727209 
158;-0.00744229 
159;-0.00760779 
160;-0.00776849 
161;-0.00792428 
162;-0.00807506 
163;-0.00822074 
164;-0.00836123 
165;-0.00849644 
166;-0.00862628 
167;-0.00875067 
168;-0.00886954 
169;-0.0089828 
170;-0.0090904 
171;-0.00919224 
172;-0.00928829 
173;-0.00937846 
174;-0.00946272 
175;-0.00954099 
176;-0.00961324 
177;-0.00967942 
178;-0.00973948 
179;-0.00979339 
180;-0.00984112 
181;-0.00988263 
182;-0.0099179 
183;-0.0099469 
184;-0.00996962 
185;-0.00998605 
186;-0.00999616 
187;-0.00999997 
188;-0.00999745 
189;-0.00998863 
190;-0.00997349 
191;-0.00995205 
192;-0.00992433 
193;-0.00989034 
194;-0.0098501 
195;-0.00980364 
196;-0.00975099 
197;-0.00969218 
198;-0.00962725 
199;-0.00955624 
200;-0.00947919 
201;-0.00939615 
202;-0.00930718 
203;-0.00921233 
204;-0.00911166 
205;-0.00900524 
206;-0.00889313 
207;-0.0087754 
208;-0.00865213 
209;-0.00852339 
210;-0.00838928 
211;-0.00824986 
212;-0.00810523 
213;-0.00795548 
214;-0.00780071 
215;-0.00764101 
216;-0.00747648 
217;-0.00730723 
218;-0.00713337 
219;-0.006955 
220;-0.00677223 
221;-0.00658519 
222;-0.00639399 
223;-0.00619875 
224;-0.0059996 
225;-0.00579666 
226;-0.00559005 
227;-0.00537992 
228;-0.00516639 
229;-0.00494959 
230;-0.00472967 
231;-0.00450676 
232;-0.004281 
233;-0.00405254 
234;-0.00382152 
235;-0.00358809 
236;-0.00335239 
237;-0.00311457 
238;-0.00287478 
239;-0.00263318 
240;-0.00238992 
241;-0.00214514 
242;-0.00189902 
243;-0.00165169 
244;-0.00140332 
245;-0.00115406 
246;-0.000904074 
247;-0.000653516 
248;-0.000402546 
249;-0.000151322 
250;9.99983e-05 
251;0.000351255 
252;0.00060229 
253;0.000852945 
254;0.00110306 
255;0.00135248 
256;0.00160104 
257;0.0018486 
258;0.00209498 
259;0.00234005 
260;0.00258363 
261;0.00282558 
262;0.00306575 
263;0.00330398 
264;0.00354013 
265;0.00377404 
266;0.00400556 
267;0.00423456 
268;0.00446088 
269;0.00468438 
270;0.00490493 
271;0.00512237 
272;0.00533658 
273;0.00554742 
274;0.00575476 
275;0.00595846 
276;0.0061584 
277;0.00635444 
278;0.00654648 
279;0.00673438 
280;0.00691802 
281;0.0070973 
282;0.00727209 
283;0.00744229 
284;0.00760779 
285;0.00776849 
286;0.00792428 
287;0.00807506 
288;0.00822074 
289;0.00836123 
290;0.00849644 
291;0.00862628 
292;0.00875067 
293;0.00886954 
294;0.0089828 
295;0.0090904 
296;0.00919224 
297;0.00928829 
298;0.00937846 
299;0.00946272 
300;0.00954099 
301;0.00961324 
302;0.00967942 
303;0.00973948 
304;0.00979339 
305;0.00984112 
306;0.00988263 
307;0.0099179 
308;0.0099469 
309;0.00996962 
310;0.00998605 
311;0.00999616 
312;0.00999997 
313;0.00999745 
314;0.00998863 
315;0.00997349 
316;0.00995205 
317;0.00992433 
318;0.00989034 
319;0.0098501 
320;0.00980364 
321;0.00975099 
322;0.00969218 
323;0.00962725 
324;0.00955624 
325;0.00947919 
326;0.00939615 
327;0.00930718 
328;0.00921233 
329;0.00911166 
330;0.00900524 
331;0.00889313 
332;0.0087754 
333;0.00865213 
334;0.00852339 
335;0.00838928 
336;0.00824986 
337;0.00810523 
338;0.00795548 
339;0.00780071 
340;0.00764101 
341;0.00747648 
342;0.00730723 
343;0.00713337 
344;0.006955 
345;0.00677223 
346;0.00658519 
347;0.00639399 
348;0.00619875 
349;0.0059996 
350;0.00579666 
351;0.00559005 
352;0.00537992 
353;0.00516639 
354;0.00494959 
355;0.00472967 
356;0.00450676 
357;0.004281 
358;0.00405254 
359;0.00382152 
360;0.00358809 
361;0.00335239 
362;0.00311457 
363;0.00287478 
364;0.00263318 
365;0.00238992 
366;0.00214514 
367;0.00189902 
368;0.00165169 
369;0.00140332 
370;0.00115406 
371;0.000904074 
372;0.000653516 
373;0.000402546 
374;0.000151322 
375;-9.99983e-05 
376;-0.000351255 
377;-0.00060229 
378;-0.000852945 
379;-0.00110306 
380;-0.00135248 
381;-0.00160104 
382;-0.0018486 
383;-0.00209498 
384;-0.00234005 
385;-0.00258363 
386;-0.00282558 
387;-0.00306575 
388;-0.00330398 
389;-0.00354013 
390;-0.00377404 
391;-0.00400556 
392;-0.00423456 
393;-0.00446088 
394;-0.00468438 
395;-0.00490493 
396;-0.00512237 
397;-0.00533658 
398;-0.00554742 
399;-0.00575476 
400;-0.00595846 
401;-0.0061584 
402;-0.00635444 
403;-0.00654648 
404;-0.00673438 
405;-0.00691802 
406;-0.0070973 
407;-0.00727209 
408;-0.00744229 
409;-0.00760779 
410;-0.00776849 
411;-0.00792428 
412;-0.00807506 
413;-0.00822074 
414;-0.00836123 
415;-0.00849644 
416;-0.00862628 
417;-0.00875067 
418;-0.00886954 
419;-0.0089828 
420;-0.0090904 
421;-0.00919224 
422;-0.00928829 
423;-0.00937846 
424;-0.00946272 
425;-0.00954099 
426;-0.00961324 
427;-0.00967942 
428;-0.00973948 
429;-0.00979339 
430;-0.00984112 
431;-0.00988263 
432;-0.0099179 
433;-0.0099469 
434;-0.00996962 
435;-0.00998605 
436;-0.00999616 
437;-0.00999997 
438;-0.00999745 
439;-0.00998863 
440;-0.00997349 
441;-0.00995205 
442;-0.00992433 
443;-0.00989034 
444;-0.0098501 
445;-0.00980364 
446;-0.00975099 
447;-0.00969218 
448;-0.00962725 
449;-0.00955624 
450;-0.00947919 
451;-0.00939615 
452;-0.00930718 
453;-0.00921233 
454;-0.00911166 
455;-0.00900524 
456;-0.00889313 
457;-0.0087754 
458;-0.00865213 
459;-0.00852339 
460;-0.00838928 
461;-0.00824986 
462;-0.00810523 
463;-0.00795548 
464;-0.00780071 
465;-0.00764101 
466;-0.00747648 
467;-0.00730723 
468;-0.00713337 
469;-0.006955 
470;-0.00677223 
471;-0.00658519 
472;-0.00639399 
473;-0.00619875 
474;-0.0059996 
475;-0.00579666 
476;-0.00559005 
477;-0.00537992 
478;-0.00516639 
479;-0.00494959 
480;-0.00472967 
481;-0.00450676 
482;-0.004281 
483;-0.00405254 
484;-0.00382152 
485;-0.00358809 
486;-0.00335239 
487;-0.00311457 
488;-0.00287478 
489;-0.00263318 
490;-0.00238992 
491;-0.00214514 
492;-0.00189902 
493;-0.00165169 
494;-0.00140332 
495;-0.00115406 
496;-0.000904074 
497;-0.000653516 
498;-0.000402546 
499;-0.000151322 
500;9.99983e-05 
501;0.000351255 
502;0.00060229 
503;0.000852945 
504;0.00110306 
505;0.00135248 
506;0.00160104 
507;0.0018486 
508;0.00209498 
509;0.00234005 
510;0.00258363 
511;0.00282558 
512;0.00306575 
513;0.00330398 
514;0.00354013 
515;0.00377404 
516;0.00400556 
517;0.00423456 
518;0.00446088 
519;0.00468438 
520;0.00490493 
521;0.00512237 
522;0.00533658 
523;0.00554742 
524;0.00575476 
525;0.00595846 
526;0.0061584 
527;0.00635444 
528;0.00654648 
529;0.00673438 
530;0.00691802 
531;0.0070973 
532;0.00727209 
533;0.00744229 
534;0.00760779 
535;0.00776849 
536;0.00792428 
537;0.00807506 
538;0.00822074 
539;0.00836123 
540;0.00849644 
541;0.00862628 
542;0.00875067 
543;0.00886954 
544;0.0089828 
545;0.0090904 
546;0.00919224 
547;0.00928829 
548;0.00937846 
549;0.00946272 
550;0.00954099 
551;0.00961324 
552;0.00967942 
553;0.00973948 
554;0.00979339 
555;0.00984112 
556;0.00988263 
557;0.0099179 
558;0.0099469 
559;0.00996962 
560;0.00998605 
561;0.00999616 
562;0.00999997 
563;0.00999745 
564;0.00998863 
565;0.00997349 
566;0.00995205 
567;0.00992433 
568;0.00989034 
569;0.0098501 
570;0.00980364 
571;0.00975099 
572;0.00969218 
573;0.00962725 
574;0.00955624 
575;0.00947919 
576;0.00939615 
577;0.00930718 
578;0.00921233 
579;0.00911166 
580;0.00900524 
581;0.00889313 
582;0.0087754 
583;0.00865213 
584;0.00852339 
585;0.00838928 
586;0.00824986 
587;0.00810523 
588;0.00795548 
589;0.00780071 
590;0.00764101 
591;0.00747648 
592;0.00730723 
593;0.00713337 
594;0.006955 
595;0.00677223 
596;0.00658519 
597;0.00639399 
598;0.00619875 
599;0.0059996 
600;0.00579666 
601;0.00559005 
602;0.00537992 
603;0.00516639 
604;0.00494959 
605;0.00472967 
606;0.00450676 
607;0.004281 
608;0.00405254 
609;0.00382152 
610;0.00358809 
611;0.00335239 
612;0.00311457 
613;0.00287478 
614;0.00263318 
615;0.00238992 
616;0.00214514 
617;0.00189902 
618;0.00165169 
619;0.00140332 
620;0.00115406 
621;0.000904074 
622;0.000653516 
623;0.000402546 
624;0.000151322 
625;-9.99983e-05 
626;-0.000351255 
627;-0.00060229 
628;-0.000852945 
629;-0.00110306 
630;-0.00135248 
631;-0.00160104 
632;-0.0018486 
633;-0.00209498 
634;-0.00234005 
635;-0.00258363 
636;-0.00282558 
637;-0.00306575 
638;-0.00330398 
639;-0.00354013 
640;-0.00377404 
641;-0.00400556 
642;-0.00423456 
643;-0.00446088 
644;-0.00468438 
645;-0.00490493 
646;-0.00512237 
647;-0.00533658 
648;-0.00554742 
649;-0.00575476 
650;-0.00595846 
651;-0.0061584 
652;-0.00635444 
653;-0.00654648 
654;-0.00673438 
655;-0.00691802 
656;-0.0070973 
657;-0.00727209 
658;-0.00744229 
659;-0.00760779 
660;-0.00776849 
661;-0.00792428 
662;-0.00807506 
663;-0.00822074 
664;-0.00836123 
665;-0.00849644 
666;-0.00862628 
667;-0.00875067 
668;-0.00886954 
669;-0.0089828 
670;-0.0090904 
671;-0.00919224 
672;-0.00928829 
673;-0.00937846 
674;-0.00946272 
675;-0.00954099 
676;-0.00961324 
677;-0.00967942 
678;-0.00973948 
679;-0.00979339 
680;-0.00984112 
681;-0.00988263 
682;-0.0099179 
683;-0.0099469 
684;-0.00996962 
685;-0.00998605 
686;-0.00999616 
687;-0.00999997 
688;-0.00999745 
689;-0.00998863 
690;-0.00997349 
691;-0.00995205 
